No,MLSID,StreetNumberNumeric,streetaddress,STREETNAME,PostalCode,StateOrProvince,City,SalesClosePrice,LISTDATE,LISTPRICE,LISTTYPE,OriginalListPrice,FOUNDATIONSIZE,FENCE,MapLetter,LotSizeDimensions,SchoolDistrictNumber,DAYSONMARKET,offmarketdate,Fireplaces,RoomArea4,roomtype,ROOF,RoomFloor4,PotentialShortSale,PoolDescription,PDOM,GarageDescription,SQFTABOVEGROUND,Taxes,RoomFloor1,RoomArea1,TAXWITHASSESSMENTS,TAXYEAR,LivingArea,UNITNUMBER,YEARBUILT,ZONING,STYLE,ACRES,CoolingDescription,APPLIANCES,backonmarketdate,ROOMFAMILYCHAR,RoomArea3,EXTERIOR,RoomFloor3,RoomFloor2,RoomArea2,DiningRoomDescription,BASEMENT,BathsFull,BathsHalf,BATHQUARTER,BATHSTHREEQUARTER,Class,BATHSTOTAL,BATHDESC,RoomArea5,RoomFloor5,RoomArea6,RoomFloor6,RoomArea7,RoomFloor7,RoomArea8,RoomFloor8,Bedrooms,SQFTBELOWGROUND,AssumableMortgage,AssociationFee,ASSESSMENTPENDING,AssessedValuation
3334,RMLS,2100,2100 Idaho Ave E,Idaho,55119,MN,STP - Saint Paul,306500,3/31/2017 0:00,300000,Exclusive Right,300000,1528,None,A1,205X150,625 - St. Paul,16,6/9/2017 0:00,2,16X10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Foyer, Mud Room, Deck",Asphalt Shingles,Main,No,None,16,Attached Garage,1528,3472,Upper,25X16,3472,2017,2211,"",1922,Residential-Single,(SF) Four or More Level Split,0.71,Central,"Range, Dishwasher, Refrigerator, Washer, Dryer, Water Softener - Owned","",Lower Level,18X11,Vinyl,Lower,Main,13X12,"Separate/Formal Dining Room, Breakfast Area","Partial, Partial Finished, Sump Pump, Egress Windows",2,0,0,0,SF,2,"Main Floor Full Bath, Private Master, Full Master, Separate Tub & Shower",26X15,Main,10X9,Main,11X11,Lower,12X11,Lower,4,683,"",0,No,0
3335,RMLS,1835,1835 Saint Clair Ave,Saint Clair,55105,MN,STP - Saint Paul,300000,3/16/2017 0:00,300000,Exclusive Right,300000,1360,"Wood, Chain Link",C1,41x123,625 - St. Paul,6,3/30/2017 0:00,0,10x9,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Fifth (5th) Bedroom, Sun Room, Porch",Asphalt Shingles,Main,No,"",6,Detached Garage,1776,4424,Main,13x12,4773,2016,1776,"",1922,Residential-Single,(SF) One 1/2 Stories,0.12,Window,"Range, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer","",Main Level,"",Wood,"",Main,13x9,Separate/Formal Dining Room,"Full, Concrete Block, Unfinished",1,0,0,1,SF,2,"Main Floor Full Bath, Upper Level 3/4 Bath",11x10,Main,10x10,Main,15.5x10,Upper,13x12,Upper,5,0,"",0,No,349
3336,RMLS,1260,1260 Marshall Ave,Marshall,55104,MN,STP - Saint Paul,312000,3/7/2017 0:00,300000,Exclusive Right,300000,1155,Chain Link,D4,50x127,625 - St. Paul,12,3/19/2017 0:00,1,11 x 12.5,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Porch, Porch, Porch, Foyer",Age 8 Years or Less,Main,No,"",12,Detached Garage,1670,4836,Main,15 x 19,4890,2017,1725,"",1909,Residential-Single,(SF) Two Stories,0.15,Window,"Cooktop, Wall Oven, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal","",Main Level,"",Wood,"",Main,12 x 18,Separate/Formal Dining Room,Full,2,0,0,0,SF,2,"Upper Level Full Bath , Full Basement",12 x 15,Upper,11 x 12,Upper,13 x 21,Upper,"","",3,55,"",0,Unknown,54
3337,RMLS,688,"688 Holly Ave, 688F",Holly,55104,MN,STP - Saint Paul,318000,3/1/2017 0:00,300000,Exclusive Right,300000,1327,"",A4,common area,625 - St. Paul,3,3/14/2017 0:00,0,17x16,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Deck","Flat, Age 8 Years or Less",Main,No,"",3,"Tuckunder, Heated Garage, Underground Garage, Driveway - Shared, Assigned",1327,3338,Main,17x16,3392,2017,1327,688F,1907,Residential-Multi-Family,(CC) Low Rise (3- Levels),0.03,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal","","Main Level, Great Room, Family Room","",Brick/Stone,"",Main,16x12,"Separate/Formal Dining Room, Eat In Kitchen",None,1,1,0,0,SF,2,"Main Floor Full Bath, Main Floor 1/2 Bath",12x12,Main,12x11,Main,"","","","",2,0,"",435,No,54
3338,RMLS,300,"300 Wall St, 302",Wall,55101,MN,STP - Saint Paul,305000,2/28/2017 0:00,300000,Service Agreement,300000,1062,None,C4,0,625 - St. Paul,3,3/3/2017 0:00,0,22x10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, , , , Laundry, Storage Room","",Main,No,"",3,"Detached Garage, Covered, Secured, More Parking Offsite for Fee, Assigned, Units Vary, Garage Door Opener, No Int Access to Dwelling",1062,3394,Main,18x20,4256,2016,1062,302,1888,Residential-Single,(CC) High Rise (4+ Levels),0,Central,"Range, Cooktop, Microwave, Dishwasher, Trash Compactor, Refrigerator, Freezer, Washer, Dryer, Disposal","",Main Level,"",Brick/Stone,"",Main,22x11,"Eat In Kitchen, Breakfast Area, Kitchen/Dining Room, Living/Dining Room",Stone,1,0,0,1,SF,2,"Main Floor Full Bath, Main Floor 3/4 Bath, Private Master, Master Walk-Thru, Bathroom Ensuite, Separate Tub & Shower",13x15,Main,"","","","","","",1,0,"",609,Yes,861.8
3339,RMLS,1141,1141 Hyacinth Ave E,Hyacinth,55106,MN,STP - Saint Paul,286000,10/11/2017 0:00,304900,Exclusive Right with Exclusions,304900,1086,"",D2,40x125,625 - St. Paul,0,10/24/2017 0:00,1,"","Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom","","",No,"",0,Detached Garage,1666,3064,"","",3354,2017,1748,"",1922,Residential-Single,(SF) One 1/2 Stories,0.115,Window,"","","","","Stucco, Brick/Stone","","","","",Full,1,1,0,0,SF,2,"","","","","","","","","",3,82,"",0,No,290
3340,RMLS,1850,1850 7th St E,7th,55119,MN,STP - Saint Paul,287000,6/30/2017 0:00,305000,Exclusive Right,305000,2013,None,A3,80x122,625 - St. Paul,27,7/27/2017 0:00,0,15 x 14,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Fifth (5th) Bedroom, Sixth (6th) Bedroom, Informal Dining Room, Loft, Foyer","Asphalt Shingles, Pitched, Age 8 Years or Less",Main,No,"",27,Attached Garage,3437,5265,Main,27 x 15,5232,2017,3437,"",1966,Residential-Single,(SF) Two Stories,0.23,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer","","","","Stucco, Brick/Stone","",Main,15 x 13,"Separate/Formal Dining Room, Breakfast Area, Living/Dining Room","Full, Egress Windows",4,0,0,0,SF,4,"",19 x 12,Upper,16 x 12,Upper,15 x 12,Upper,14 x 8,Upper,6,0,Not Assumable,0,Unknown,58
3341,RMLS,1087,1087 Osceola Ave,Osceola,55105,MN,STP - Saint Paul,299000,6/21/2017 0:00,305000,Service Agreement,305000,540,"Wood, Chain Link",E1,40x125,625 - St. Paul,7,6/28/2017 0:00,1,11x10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom",Asphalt Shingles,Main,No,"",7,Detached Garage,1485,4106,Main,20x13,4430,2016,1485,"",1916,Residential-Single,(SF) Two Stories,0.14,None,"Range, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer, Disposal","","","","Wood, Shakes","",Main,14x11,Separate/Formal Dining Room,"Full, Concrete Block, Poured Concrete, Unfinished",1,0,0,0,SF,1,"Upper Level Full Bath , Separate Tub & Shower",14x13,Upper,11x10,Upper,17x11,Main,"","",3,0,Not Assumable,0,No,324
3342,RMLS,300,"300 Wall St, 207",Wall,55101,MN,STP - Saint Paul,295000,5/22/2017 0:00,305000,Exclusive Right,305000,979,None,C4,common,625 - St. Paul,14,6/5/2017 0:00,0,13x09,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Foyer, Den","",Main,No,"",14,"Detached Garage, Assigned",979,3636,Main,13x11,3636,2017,979,207,1988,Residential-Multi-Family,(CC) High Rise (4+ Levels),0.022,Central,"Range, Dishwasher, Refrigerator, Washer, Dryer, Disposal","","","",Brick/Stone,"",Main,17x09,"",None,2,0,0,0,SF,2,"Main Floor Full Bath, Full Master",12x11,Main,"","","","","","",1,0,Not Assumable,609,Unknown,0
3343,RMLS,1531,1531 Sargent Ave,Sargent,55105,MN,STP - Saint Paul,324000,5/15/2017 0:00,309000,Exclusive Right,309000,970,Wood,D1,40x128,625 - St. Paul,3,5/26/2017 0:00,1,10x8,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, , Sun Room, Study, Informal Dining Room",Asphalt Shingles,Main,No,None,3,Detached Garage,1265,4604,Main,12x12,4658,2016,1625,"",1926,Residential-Single,(SF) One 1/2 Stories,0.12,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer","","Lower Level, Family Room",21x15,Stucco,Lower,Main,12x10,"Informal Dining Room, Kitchen/Dining Room",Finished (Livable),1,0,0,1,SF,2,"Main Floor Full Bath, Upper Level 3/4 Bath",10x10,Main,13x9,Upper,22x10,Upper,"","",3,360,Not Assumable,0,Unknown,54
3344,RMLS,1129,1129 Edgcumbe Rd,Edgcumbe,55105,MN,STP - Saint Paul,292000,9/12/2017 0:00,309900,Exclusive Right,320000,990,Wood,E1,Common,625 - St. Paul,56,11/7/2017 0:00,0,25x13,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Media Room",Asphalt Shingles,Main,No,None,36,Attached Garage,1800,5402,Main,22x13,5506,2016,2380,"",1978,Residential-Single,(TH) Side x Side,0.05,Central,"Range, Dishwasher, Refrigerator, Washer, Dryer","","Main Level, Lower Level, 2 or More, Great Room, Entertainment/Media Center",22x11,Vinyl,Main,"","",Kitchen/Dining Room,"Walkout, Full, Finished (Livable), Egress Windows, Slab",1,2,0,1,SF,4,"Main Floor 1/2 Bath, Upper Level Full Bath , 3/4 Master, 1/2 Basement",24x13,Upper,14x12,Upper,19x11,Lower,"","",3,580,"",519,Unknown,79
3345,RMLS,1416,1416 Eleanor Ave,Eleanor,55116,MN,STP - Saint Paul,289800,9/11/2017 0:00,309900,Exclusive Right,319900,902,"Wood, Full",D2,40x125,625 - St. Paul,37,10/18/2017 0:00,1,12x9,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Deck, Laundry",Asphalt Shingles,Main,No,None,16,"Detached Garage, Garage Door Opener",1336,3570,Main,22x12,3628,2017,1660,"",1949,Residential-Single,(SF) One 1/2 Stories,0.11,Central,"Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer","",Lower Level,18x16,Metal,Lower,"","",Living/Dining Room,"Full, Partial Finished",1,0,0,1,SF,2,"Main Floor Full Bath, Upper Level 3/4 Bath",11x11,Main,11x11,Main,12x11,Upper,12x10,Upper,4,324,"",0,Unknown,58
3346,RMLS,1527,1527 Simpson St,Simpson,55108,MN,STP - Saint Paul,309900,7/21/2017 0:00,309900,Exclusive Right,309900,1066,"Chain Link, Partial",D2,40x126,625 - St. Paul,15,8/5/2017 0:00,1,11x10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Three Season Porch, Laundry, Deck","Asphalt Shingles, Pitched",Main,No,"",15,Detached Garage,1352,3628,Main,18x11,3628,2017,1970,"",1931,Residential-Single,(SF) One 1/2 Stories,0.11,Window,"Cooktop, Wall Oven, Microwave, Exhaust Fan/Hood, Dishwasher, Refrigerator, Washer, Dryer","",Lower Level,23x12,Stucco,Lower,Main,13x10,"Separate/Formal Dining Room, Eat In Kitchen, Breakfast Area","Full, Finished (Livable), Day/Lookout Windows, Egress Windows",1,0,0,1,SF,2,"Main Floor Full Bath, 3/4 Basement",12x11,Main,11x09,Main,13x11,Upper,12x08,Lower,4,618,"",0,No,0
3347,RMLS,2005,2005 Thure Ave,Thure,55116,MN,STP - Saint Paul,316000,6/28/2017 0:00,309900,Exclusive Right,309900,1088,Wood,C3,60x126,625 - St. Paul,14,7/12/2017 0:00,1,13x15,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Deck, Sitting Room","Asphalt Shingles, Age 8 Years or Less",Main,No,"",14,Attached Garage,1596,3765,Main,11x18,4206,2017,1596,"",1951,Residential-Single,(SF) One 1/2 Stories,0.17,Central,Range,"","Main Level, Great Room",16x15,Vinyl,Main,"","","Eat In Kitchen, Breakfast Area",Full,1,0,0,1,SF,2,"Main Floor Full Bath, Upper Level 3/4 Bath",12x9,Main,12x11,Main,21x16,Upper,"","",3,0,Not Assumable,0,Unknown,442
3348,RMLS,1626,1626 Saint Albans St N,Saint Albans,55117,MN,STP - Saint Paul,295000,6/7/2017 0:00,309900,Exclusive Right,309900,1406,"Chain Link, Partial",A2,60x128,625 - St. Paul,24,7/1/2017 0:00,1,16x14,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Sitting Room","Asphalt Shingles, Age 8 Years or Less",Main,No,"",24,Attached Garage,2134,4231,Main,20x19,4672,2017,2134,"",1938,Residential-Single,(SF) Two Stories,0.18,Central,"Range, Cooktop, Microwave, Dishwasher, Refrigerator, Washer, Dryer","",Main Level,16x15,Stucco,Main,Main,16x7,"Informal Dining Room, Eat In Kitchen","Walkout, Full",2,1,0,0,SF,3,"Main Floor Full Bath, Upper Level Full Bath , Master Walk-Thru, 1/2 Basement",1616,Upper,14x11,Upper,12x14,Main,10x9,Main,4,0,Not Assumable,0,Unknown,441.42
3349,RMLS,1215,1215 Edgcumbe Rd,Edgcumbe,55105,MN,STP - Saint Paul,320000,5/12/2017 0:00,309900,Exclusive Right,339900,1022,Wood,E1,65x140,625 - St. Paul,54,7/5/2017 0:00,1,14x10,"Living Room, Dining Room, Family Room, Kitchen, First (1st) Bedroom, Second (2nd) Bedroom, Third (3rd) Bedroom, Fourth (4th) Bedroom, Porch",Asphalt Shingles,Main,No,"",12,"Detached Garage, Driveway - Asphalt, Garage Door Opener",1022,4342,Main,18x13,4342,2016,1022,"",1925,Residential-Single,(SF) One Story,0.179,Central,"Range, Exhaust Fan/Hood, Dishwasher, Refrigerator, Disposal","","","",Vinyl,"",Main,14x12,"Separate/Formal Dining Room, Eat In Kitchen",Full,1,0,1,0,SF,2,"Main Floor 3/4 Bath, Basement",11x10,Main,12x10,Main,"","","","",2,0,"",0,Unknown,0
